Mphasis,Data Scientist,5,Bangalore,11000000
Target,Data Scientist,5,Bangalore,11231116
Gojek,Data Scientist,5,Bangalore,12352941
Blueocean Market Intelligence,Data Scientist,5,Bangalore,1744551
CRED,Data Scientist,5,Bangalore,13014686
Rolls-Royce,Data Scientist,5,Bangalore,11357204
Curl Analytics,Data Scientist,4,Bangalore,11053196
J.P. Morgan,Data Scientist,4,Bangalore,11337606
Knowledge Lens,Data Scientist,4,Bangalore,148825
IBM,Data Scientist,4,Bangalore,132953
ascena,Data Scientist,4,Bangalore,11649930
QuantZig,Data Scientist,4,Bangalore,11138060
Baker Hughes,Data Scientist,4,Bangalore,11612744
Everlytics,Data Scientist,4,Bangalore,1432776
Siemens,Data Scientist,4,Bangalore,1987471
ANZ Bank,Data Scientist,4,Bangalore,11512297
Lowe's Home Improvement,Data Scientist,4,Bangalore,11752935
Nones,Data Scientist,4,Bangalore,11197944
Bristlecone,Data Scientist,4,Bangalore,176962
Altimetrik,Data Scientist,4,Bangalore,1587146
Head Digital Works,Data Scientist,4,Bangalore,1977543
Artivatic Data Labs,Data Scientist,4,Bangalore,1649755
HDFC Standard Life Insurance,Data Scientist,4,Bangalore,11177531
AntWorks,Data Scientist,4,Bangalore,11194925
American Express,Data Scientist,4,Bangalore,11693208
ITC Infotech,Data Scientist,4,Bangalore,1414817
Aidetic,Data Scientist,4,Bangalore,1704193
NeenOpal,Data Scientist,4,Bangalore,1590000
Knowledge Foundry,Data Scientist,4,Bangalore,11119069
Mindtree,Data Scientist,4,Bangalore,1669225
Nones,Data Scientist,3,Bangalore,11013978
TVS Motor Company,Data Scientist,3,Bangalore,11252803
XYZ,Data Scientist,3,Bangalore,1840000
ShieldSquare,Data Scientist,3,Bangalore,1761610
Tech Data,Data Scientist,3,Bangalore,1100000
Publicis Sapient,Data Scientist,3,Bangalore,11670405
Hinduja Global Solutions,Data Scientist,3,Bangalore,11284643
GE Digital,Data Scientist,3,Bangalore,11653106
GlobusSoft,Data Scientist,3,Bangalore,1385393
MakeMyTrip,Data Scientist,3,Bangalore,11200000
Artificial Learning Systems,Data Scientist,3,Bangalore,11124740
Dailyhunt,Data Scientist,3,Bangalore,12600000
Draup,Data Scientist,3,Bangalore,11859109
SwitchOn,Data Scientist,3,Bangalore,1669785
PwC,Data Scientist,3,Bangalore,11205874
Innodatatics,Data Scientist,3,Bangalore,110705
Robert Bosch,Data Scientist,3,Bangalore,11180355
Two Roads Tech,Data Scientist,3,Bangalore,13812913
ExxonMobil,Data Scientist,3,Bangalore,12873437
Bidgely,Data Scientist,3,Bangalore,11438481
IQVIA,Data Scientist,3,Bangalore,1899123
ShareChat,Data Scientist,3,Bangalore,12300000
Course5 Intelligence,Data Scientist,3,Bangalore,1825077
MAERSK,Data Scientist,3,Bangalore,12207174
Caterpillar,Data Scientist,3,Bangalore,11526335
Bepec Solutions,Data Scientist,3,Bangalore,150000
NetApp,Data Scientist,3,Bangalore,12875549
Exposys Data Labs,Data Scientist,3,Bangalore,136120
Spoonshot,Data Scientist,3,Bangalore,11615535
InMobi,Data Scientist,3,Bangalore,11700000
Swiss Re,Data Scientist,3,Bangalore,11352802
TheMathCompany,Data Scientist,3,Bangalore,1600000
Shell,Data Scientist,3,Bangalore,12148775
Flip Robo,Data Scientist,3,Bangalore,125581
HCL,Data Scientist,3,Bangalore,1347924
upGrad,Data Scientist,3,Bangalore,11284643
Legato Health Technologies,Data Scientist,3,Bangalore,11200000
Terra Economics and Analytics Lab,Data Scientist,3,Bangalore,1720000
HDFC Bank,Data Scientist,3,Bangalore,11105385
Halodoc,Data Scientist,3,Bangalore,11879205
Analytical Wizards,Data Scientist,3,Bangalore,1600000
PayPal,Data Scientist,3,Bangalore,1273000
GE,Data Scientist,3,Bangalore,11007628
Manthan,Data Scientist,3,Bangalore,11254416
Visa Inc.,Data Scientist,3,Bangalore,1324000
Tech Mahindra,Data Scientist,3,Bangalore,11500000
Data Semantics,Data Scientist,3,Bangalore,1362209
GE Aviation,Data Scientist,3,Bangalore,11349689
Landmark Group,Data Scientist,3,Bangalore,11605804
Neustar,Data Scientist,3,Bangalore,11923665
Axis Bank,Data Scientist,3,Bangalore,11171687
Comviva,Data Scientist,3,Bangalore,1900000
iQuanti,Data Scientist,3,Bangalore,12046452
Mercedes-Benz International,Data Scientist,2,Bangalore,193234
Zoom Video Communications,Data Scientist,2,Bangalore,12839076
Money View,Data Scientist,2,Bangalore,11438576
nference,Data Scientist,2,Bangalore,11930235
KrazyBee,Data Scientist,2,Bangalore,11149607
Applied Materials,Data Scientist,2,Bangalore,11407768
Mavenir,Data Scientist,2,Bangalore,1961306
Molecular Connections,Data Scientist,2,Bangalore,143047
Yodlee,Data Scientist,2,Bangalore,12315641
NovelSynth Soft Solutions,Data Scientist,2,Bangalore,120465
Locus,Data Scientist,2,Bangalore,12472920
IVYTEL Technologies,Data Scientist,2,Bangalore,1496798
Sumyag,Data Scientist,2,Bangalore,164222
Wabtec,Data Scientist,2,Bangalore,12420967
VMware,Data Scientist,2,Bangalore,12079353
Wipro Digital,Data Scientist,2,Bangalore,11207396
Zycus,Data Scientist,2,Bangalore,175372
Tyson Foods,Data Scientist,2,Bangalore,11825549
OceanFrogs,Data Scientist,2,Bangalore,137004
Lenovo,Data Scientist,2,Bangalore,11917242
Tata,Data Scientist,2,Bangalore,11612292
Simplilearn Solutions,Data Scientist,2,Bangalore,11587
Dun & Bradstreet,Data Scientist,2,Bangalore,115169
AlmaBetter,Data Scientist,2,Bangalore,1729193
CreditNirvana,Data Scientist,2,Bangalore,11245989
DONE by NONE,Data Scientist,2,Bangalore,1750734
Accentue,Data Scientist,2,Bangalore,11319401
SymphonyAI,Data Scientist,2,Bangalore,1964
First Student,Data Scientist,2,Bangalore,141750
Datamatics Global Services,Data Scientist,2,Bangalore,11223165
Razorpay,Data Scientist,2,Bangalore,11423985
NTT Ltd.,Data Scientist,2,Bangalore,1134323
mfine,Data Scientist,2,Bangalore,12050962
Marlabs,Data Scientist,2,Bangalore,11304028
Optum Global Solutions,Data Scientist,2,Bangalore,11213107
Reckonsys,Data Scientist,2,Bangalore,1111147
Apisero,Data Scientist,2,Bangalore,1950000
Aruba Networks,Data Scientist,2,Bangalore,11518492
Intellicar,Data Scientist,2,Bangalore,11327250
ORMAE,Data Scientist,2,Bangalore,116862
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,2,Bangalore,118830
Belong,Data Scientist,2,Bangalore,11433532
Mobile Premier League,Data Scientist,2,Bangalore,12404581
Smiths Detection,Data Scientist,2,Bangalore,11560483
Shubh Loans,Data Scientist,2,Bangalore,1996878
TCS,Data Scientist,2,Bangalore,1294363
Fresher,Data Scientist,2,Bangalore,1703427
Aditya Birla Group,Data Scientist,2,Bangalore,11635202
Morgan Stanley,Data Scientist,2,Bangalore,11299238
Publicis Sapient,Data Scientist,2,Bangalore,133050
DataVal Analytics,Data Scientist,2,Bangalore,157921
Thomson Reuters,Data Scientist,2,Bangalore,11532945
Numerify,Data Scientist,2,Bangalore,12530666
Kabbage,Data Scientist,2,Bangalore,12065471
Loyalytics Consulting,Data Scientist,2,Bangalore,1712128
Monsanto Company,Data Scientist,2,Bangalore,11975970
FOKAL,Data Scientist,2,Bangalore,11085362
Sutherland,Data Scientist,2,Bangalore,11064862
Hypersonix (CA),Data Scientist,2,Bangalore,13146934
Boeing,Data Scientist,2,Bangalore,12266312
Utopus Insights,Data Scientist,2,Bangalore,11163045
Apple,Data Scientist,2,Bangalore,1857370
GetupForChange Services,Data Scientist,2,Bangalore,156808
MIQ Logistics,Data Scientist,2,Bangalore,1601398
Zendrive,Data Scientist,2,Bangalore,11574844
Honeywell,Data Scientist,2,Bangalore,170114
Paytm,Data Scientist,2,Bangalore,1549688
Unilever,Data Scientist,2,Bangalore,11705561
Conduent,Data Scientist,2,Bangalore,1846242
3K Technologies,Data Scientist,2,Bangalore,1798116
DONE by NONE,Data Scientist,2,Bangalore,115033
Netenrich Inc.,Data Scientist,2,Bangalore,11164765
Majorel,Data Scientist,2,Bangalore,1112271
Polynomial.Ai,Data Scientist,2,Bangalore,1500036
HARMAN,Data Scientist,2,Bangalore,1638755
Mbb Labs,Data Scientist,2,Bangalore,1100392
Analytics Vidhya,Data Scientist,2,Bangalore,112721
KPMG,Data Scientist,2,Bangalore,1874565
Inference Labs,Data Scientist,2,Bangalore,153107
Cartesian Consulting,Data Scientist,2,Bangalore,1954426
ZedEye Labs,Data Scientist,2,Bangalore,177818
McAfee,Data Scientist,2,Bangalore,11181838
Zinnov Management Consulting,Data Scientist,2,Bangalore,11068503
Microsoft,Data Scientist,2,Bangalore,183857
Simpl,Data Scientist,2,Bangalore,11962841
Unisys,Data Scientist,2,Bangalore,11104704
Shaw Academy,Data Scientist,2,Bangalore,11433708
Rakuten,Data Scientist,2,Bangalore,11929554
Blue Yonder,Data Scientist,2,Bangalore,12184214
SalesKen,Data Scientist,2,Bangalore,11039792
Danske IT and Support Services,Data Scientist,2,Bangalore,1831774
Samsung Electronics,Data Scientist,2,Bangalore,12197572
Sonata Software,Data Scientist,2,Bangalore,1627332
Merck KGaA,Data Scientist,2,Bangalore,1827767
GE,Data Scientist,2,Bangalore,1835
InViz AI Solutions,Data Scientist,2,Bangalore,1776836
Sumyag,Data Scientist,2,Bangalore,129520
Samsung R&D Institute India - Bangalore,Data Scientist,2,Bangalore,11975545
Quess,Data Scientist,2,Bangalore,1781491
QuEST Global,Data Scientist,2,Bangalore,11408375
Ong & Shan,Data Scientist,2,Bangalore,1183
PayU,Data Scientist,2,Bangalore,12018938
Encora,Data Scientist,2,Bangalore,11256429
Tata Consultancy Services,Data Scientist,2,Bangalore,1118986
Accenture,Data Scientist,2,Bangalore,159606
Walmart eCommerce,Data Scientist,2,Bangalore,1243613
Nivetti Systems,Data Scientist,2,Bangalore,1747000
Prescience,Data Scientist,2,Bangalore,11437318
Thoughtworks,Data Scientist,2,Bangalore,1865467
Prognos Health,Data Scientist,2,Bangalore,1132347
TECH I.S,Data Scientist,2,Bangalore,166161
Virtusa,Data Scientist,2,Bangalore,1481741
Zeta Suite,Data Scientist,2,Bangalore,11277486
Halliburton,Data Scientist,2,Bangalore,1820544
Apar Technologies,Data Scientist,2,Bangalore,11624875
DataMites,Data Scientist,2,Bangalore,1529123
Cerner,Data Scientist,2,Bangalore,11392815
Juniper Networks,Data Scientist,2,Bangalore,12561949
Idexcel,Data Scientist,2,Bangalore,1709784
L&T Technology Services,Data Scientist,2,Bangalore,1555530
Tiger Analytics,Data Scientist,2,Bangalore,1631299
Capital One,Data Scientist,2,Bangalore,11588612
Zeotap,Data Scientist,2,Bangalore,175190
Bright Money,Data Scientist,2,Bangalore,12739727
Hakkasan Group,Data Scientist,1,Bangalore,1589007
Thoucentric,Data Scientist,1,Bangalore,140000
SelfEmployed.com,Data Scientist,1,Bangalore,150163
The Smart Cube,Data Scientist,1,Bangalore,11003261
Standard Chartered Global Business Services,Data Scientist,1,Bangalore,12682633
Ambee (India),Data Scientist,1,Bangalore,1920903
Intuit,Data Scientist,1,Bangalore,13095345
Diageo,Data Scientist,1,Bangalore,11659175
Robosoft Technologies,Data Scientist,1,Bangalore,110705
Perpule,Data Scientist,1,Bangalore,11292428
WyzMindz,Data Scientist,1,Bangalore,1421444
Tavant,Data Scientist,1,Bangalore,1561186
Nabler Web Solutions,Data Scientist,1,Bangalore,1811182
Mahindra,Data Scientist,1,Bangalore,11079751
noon,Data Scientist,1,Bangalore,1608387
Biocon,Data Scientist,1,Bangalore,1507740
Snipe Tech Pvt Ltd.,Data Scientist,1,Bangalore,133320
dAlchemy,Data Scientist,1,Bangalore,1600000
Hewlett-Packard,Data Scientist,1,Bangalore,12204142
WayCool Foods & Products,Data Scientist,1,Bangalore,1830984
Ithink Technologies,Data Scientist,1,Bangalore,1313195
The Goddard School,Data Scientist,1,Bangalore,125000
Volvo Group,Data Scientist,1,Bangalore,11200000
Freshers.com,Data Scientist,1,Bangalore,146237
Exalca Technologies,Data Scientist,1,Bangalore,1353277
Shenzyn,Data Scientist,1,Bangalore,1588795
Happay,Data Scientist,1,Bangalore,1458420
Panasonic,Data Scientist,1,Bangalore,11924646
Spottabl,Data Scientist,1,Bangalore,1321161
NightLight Pediatric Urgent Care,Data Scientist,1,Bangalore,155000
Ankit R Jain & Associates,Data Scientist,1,Bangalore,1600000
subodh singh,Data Scientist,1,Bangalore,11203913
Trinity Mobility,Data Scientist,1,Bangalore,1636742
CronLabs Solutions,Data Scientist,1,Bangalore,1370227
SOTI,Data Scientist,1,Bangalore,1703427
CoRover,Data Scientist,1,Bangalore,11999227
iOPEX Technologies,Data Scientist,1,Bangalore,1750000
Alfonso & Associates Consulting,Data Scientist,1,Bangalore,13530641
iQuanti,Data Scientist,1,Bangalore,130147
EdgeVerve Systems,Data Scientist,1,Bangalore,11148909
Cimpress,Data Scientist,1,Bangalore,1502448
Affle,Data Scientist,1,Bangalore,1933286
Qualcomm,Data Scientist,1,Bangalore,1128464
Monty Telecom Development,Data Scientist,1,Bangalore,1683496
Philips Lighting,Data Scientist,1,Bangalore,11023226
ABC,Data Scientist,1,Bangalore,12000000
Vervenest,Data Scientist,1,Bangalore,1341109
Avail Finance,Data Scientist,1,Bangalore,120880
YDI Solutions,Data Scientist,1,Bangalore,1366410
AIEnterprise,Data Scientist,1,Bangalore,1712525
GE Power,Data Scientist,1,Bangalore,11269350
GLOBALFOUNDRIES,Data Scientist,1,Bangalore,175245
Applied Data Finance,Data Scientist,1,Bangalore,141305
Ramus Musik,Data Scientist,1,Bangalore,1800000
Trendwise Analytics,Data Scientist,1,Bangalore,1481017
Anonymous,Data Scientist,1,Bangalore,11070536
DocOn Technologies,Data Scientist,1,Bangalore,12141072
HackerEarth,Data Scientist,1,Bangalore,1140685
Quadrant 4 Systems,Data Scientist,1,Bangalore,11026478
MARS WEB Solution,Data Scientist,1,Bangalore,11031782
Verizon,Data Scientist,1,Bangalore,11004895
LivNSense,Data Scientist,1,Bangalore,1410994
Inflexion Analytics,Data Scientist,1,Bangalore,1601957
Arcadix,Data Scientist,1,Bangalore,1634675
Algebra Software Analytics,Data Scientist,1,Bangalore,11078947
Vedantu,Data Scientist,1,Bangalore,1700000
Automation Anywhere,Data Scientist,1,Bangalore,13200000
yellow.ai,Data Scientist,1,Bangalore,1410994
IBM Interactive Experience,Data Scientist,1,Bangalore,1803916
TEKsystems,Data Scientist,1,Bangalore,11134960
Acalvio,Data Scientist,1,Bangalore,12442736
Nucleus Software Exports,Data Scientist,1,Bangalore,1306968
Genesis Group Software Developers,Data Scientist,1,Bangalore,1207746
PokerStars,Data Scientist,1,Bangalore,1208801
XYZ,Data Scientist,1,Bangalore,12676340
The Self Employed Association,Data Scientist,1,Bangalore,1342781
AJIO,Data Scientist,1,Bangalore,115000
---,Data Scientist,1,Bangalore,110000
Bounce,Data Scientist,1,Bangalore,11855822
Goldman Sachs,Data Scientist,1,Bangalore,1122137
Algo8.ai,Data Scientist,1,Bangalore,1146564
Saisree Engineers,Data Scientist,1,Bangalore,1450000
Xenon Automotive,Data Scientist,1,Bangalore,135424
Wipro,Data Scientist,1,Bangalore,125662
ALTEN,Data Scientist,1,Bangalore,11461604
Diverse Lynx,Data Scientist,1,Bangalore,11102652
Hyperthink Systems,Data Scientist,1,Bangalore,11003261
TBM Technologies Pvt,Data Scientist,1,Bangalore,1502448
Red Hat,Data Scientist,1,Bangalore,1990712
Adobe,Data Scientist,1,Bangalore,1101398
Altimetrik,Data Scientist,1,Bangalore,145538
Informatica,Data Scientist,1,Bangalore,161861
Falabella,Data Scientist,1,Bangalore,11605217
Toastmasters International,Data Scientist,1,Bangalore,1818581
KYC Hub,Data Scientist,1,Bangalore,1202796
National Institute of Technology Karnataka,Data Scientist,1,Bangalore,1514600
Texas Instruments,Data Scientist,1,Bangalore,11176880
Blackstraw,Data Scientist,1,Bangalore,11000000
G2,Data Scientist,1,Bangalore,11605804
EdGe Networks,Data Scientist,1,Bangalore,11832052
Ultramatics,Data Scientist,1,Bangalore,1214107
MResult Services,Data Scientist,1,Bangalore,1562370
Vumonic Technologies,Data Scientist,1,Bangalore,110936
Dexler Information Solutions,Data Scientist,1,Bangalore,11687111
SenSight Technologies,Data Scientist,1,Bangalore,114988
Fractal Systems,Data Scientist,1,Bangalore,12141072
Grofers,Data Scientist,1,Bangalore,11558095
Utopia,Data Scientist,1,Bangalore,11051532
Simple Lecture,Data Scientist,1,Bangalore,1502448
Yes Bank,Data Scientist,1,Bangalore,151632
Yes Bank,Data Scientist,1,Bangalore,1100490
TAG Solutions,Data Scientist,1,Bangalore,11462163
Tesla,Data Scientist,1,Bangalore,11574637
UnitedHealth Group,Data Scientist,1,Bangalore,127090
Bestintown Analytics,Data Scientist,1,Bangalore,123616
Salim Group,Data Scientist,1,Bangalore,122495
BRIDGEi2i,Data Scientist,1,Bangalore,11306364
Defence Research & Development Organisation,Data Scientist,1,Bangalore,139599
dataZen Engineering,Data Scientist,1,Bangalore,115348
UnitedHealthCare,Data Scientist,1,Bangalore,1825425
SelotSoft,Data Scientist,1,Bangalore,11972136
T-Mobile,Data Scientist,1,Bangalore,11023226
ICICI Bank,Data Scientist,1,Bangalore,224948
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,1,Bangalore,158159
Stayzilla,Data Scientist,1,Bangalore,11465641
BITS Pilani,Data Scientist,1,Bangalore,15742016
Hashworks,Data Scientist,1,Bangalore,11343505
Noodle.ai,Data Scientist,1,Bangalore,126763
Citicorp Services India,Data Scientist,1,Bangalore,11083371
Persistent Networks,Data Scientist,1,Bangalore,112384
Atkins,Data Scientist,1,Bangalore,11600000
Techstar Consulting,Data Scientist,1,Bangalore,11031782
Nhai,Data Scientist,1,Bangalore,181858
The Data Team,Data Scientist,1,Bangalore,1646214
Decision Minds,Data Scientist,1,Bangalore,11822656
SeedOlabs,Data Scientist,1,Bangalore,1498832
Symphony Teleca,Data Scientist,1,Bangalore,1852479
Artigiani,Data Scientist,1,Bangalore,1716258
PSG College of Technology,Data Scientist,1,Bangalore,11238138
Opia Labs,Data Scientist,1,Bangalore,12106848
Midcoast Regional Redevelopment Authority,Data Scientist,1,Bangalore,1619069
Datamatics Global Services,Data Scientist,1,Bangalore,1337422
Customer Centria,Data Scientist,1,Bangalore,1444272
Raju Tech,Data Scientist,1,Bangalore,1600000
Adecco,Data Scientist,1,Bangalore,11349689
Rplus Analytics,Data Scientist,1,Bangalore,13808049
ExperienceFlow,Data Scientist,1,Bangalore,1711000
Kubric,Data Scientist,1,Bangalore,11832052
Praktice Ai,Data Scientist,1,Bangalore,132508
BitLogic Software,Data Scientist,1,Bangalore,1400000
Yottaasys,Data Scientist,1,Bangalore,11472145
Nxtra Data,Data Scientist,1,Bangalore,120098
Instamojo,Data Scientist,1,Bangalore,13808049
TheMathCompany,Data Scientist,1,Bangalore,11444788
IQLECT,Data Scientist,1,Bangalore,111107
The Teaching Company,Data Scientist,1,Bangalore,120280
qwerty12,Data Scientist,1,Bangalore,11220411
Institute of Engineering & Management,Data Scientist,1,Bangalore,11708322
National Centre for Biological Sciences,Data Scientist,1,Bangalore,1425761
Vsoft,Data Scientist,1,Bangalore,1464302
Symbiosis Institute of Computer Studies and Research,Data Scientist,1,Bangalore,1500000
TheMathCompany,Data Scientist,1,Bangalore,1578857
Alackrity Consols,Data Scientist,1,Bangalore,1404424
Neudesic,Data Scientist,1,Bangalore,1991803
Ravid & Associates,Data Scientist,1,Bangalore,1900000
Flip Robo,Data Scientist,1,Bangalore,120465
DONE by NONE,Data Scientist,1,Bangalore,151589
KPMG,Data Scientist,1,Bangalore,119246
SPS Commerce,Data Scientist,1,Bangalore,130000
Mad Street Den Systems,Data Scientist,1,Bangalore,1672260
CENTURYLINK,Data Scientist,1,Bangalore,11399929
Educational Initiatives,Data Scientist,1,Bangalore,11307815
RS Software,Data Scientist,1,Bangalore,1621103
Happiest Minds Technologies,Data Scientist,1,Bangalore,1782543
Hdfc,Data Scientist,1,Bangalore,141479
HDFC Standard Life,Data Scientist,1,Bangalore,1829587
Fresher,Data Scientist,1,Bangalore,150000
AgEye Technologies,Data Scientist,1,Bangalore,1518492
Ivanti,Data Scientist,1,Bangalore,11284643
Digital Trainee,Data Scientist,1,Bangalore,12034018
Datafoundry,Data Scientist,1,Bangalore,11158483
Enterprise Bot,Data Scientist,1,Bangalore,11306364
Navriti Technologies,Data Scientist,1,Bangalore,121813
ABCDEF,Data Scientist,1,Bangalore,1455555
Artefact,Data Scientist,1,Bangalore,11031782
Toptal,Data Scientist,1,Bangalore,11500
Altisource,Data Scientist,1,Bangalore,11321256
XYX (UK),Data Scientist,1,Bangalore,1800000
Atlassian,Data Scientist,1,Bangalore,12200000
SunEdison,Data Scientist,1,Bangalore,11637162
Fellowship.AI,Data Scientist,1,Bangalore,13115175
Sonasoft,Data Scientist,1,Bangalore,11348080
Manthan Studio,Data Scientist,1,Bangalore,11051532
INEOS,Data Scientist,1,Bangalore,1400000
Trell,Data Scientist,1,Bangalore,1160580
Equifax,Data Scientist,1,Bangalore,11031782
Fresherworld.com,Data Scientist,1,Bangalore,1513743
Maybank,Data Scientist,1,Bangalore,11490281
[24]7.ai,Data Scientist,1,Bangalore,185643
Data Sutram,Data Scientist,1,Bangalore,1588795
Tableau Software,Data Scientist,1,Bangalore,11070536
ABC Consultants,Data Scientist,1,Bangalore,14282144
Abbott,Data Scientist,1,Bangalore,11124740
Innoviti,Data Scientist,1,Bangalore,122495
QUILT.AI,Data Scientist,1,Bangalore,11381355
Firstsource Solutions,Data Scientist,1,Bangalore,11534839
dhiOmics Analytics Solutions,Data Scientist,1,Bangalore,1328796
Genpact,Data Scientist,1,Bangalore,162219
Crediwatch,Data Scientist,1,Bangalore,1100326
Inspirisys Solutions Limited,Data Scientist,1,Bangalore,1519365
Maybank,Data Scientist,1,Bangalore,156606
Infosys,Data Scientist,1,Bangalore,1200979
Saman Mohit,Data Scientist,1,Bangalore,151589
KibbCom,Data Scientist,1,Bangalore,135000
Proven Consult,Data Scientist,1,Bangalore,1772648
Fragma Data Systems,Data Scientist,1,Bangalore,1501630
Bounce,Data Scientist,1,Bangalore,132808
360DigiTMG,Data Scientist,1,Bangalore,1359620
Litmus World,Data Scientist,1,Bangalore,11238390
GyanSys,Data Scientist,1,Bangalore,11825160
Goldman Sachs,Data Scientist,1,Bangalore,13500000
Boston Consulting Group,Data Scientist,1,Bangalore,1872604
NaviRisk Consulting,Data Scientist,1,Bangalore,1580150
GoodWorkLabs Services,Data Scientist,1,Bangalore,11124063
Tech Systems,Data Scientist,1,Bangalore,1975232
LendingKart,Data Scientist,1,Bangalore,11150000
BioXcel Corporation,Data Scientist,1,Bangalore,1727111
SellerApp,Data Scientist,1,Bangalore,1511613
SAP,Data Scientist,1,Bangalore,11200000
K-Arogia Advisory Services,Data Scientist,1,Bangalore,126122
Group IMD,Data Scientist,1,Bangalore,11221368
AAP,Data Scientist,1,Bangalore,1321161
Lumen,Data Scientist,1,Bangalore,12903556
Autodesk,Data Scientist,1,Bangalore,11868000
St. John’s Research Institute,Data Scientist,1,Bangalore,150000
Sravathi Advance Process Technologies,Data Scientist,1,Bangalore,130418
Shssns,Data Scientist,1,Bangalore,1502448
CSS Corporation,Data Scientist,1,Bangalore,11709915
